Date;Time;
15/01/1995;07:14:21;
15/01/1995;07:14:31;
15/01/1995;07:14:41;
15/01/1995;07:14:51;
15/01/1995;07:15:01;
15/01/1995;07:15:11;
15/01/1995;07:15:21;
15/01/1995;07:15:31;
15/01/1995;07:15:41;
15/01/1995;07:15:51;
15/01/1995;07:16:01;
15/01/1995;07:16:11;
15/01/1995;07:16:21;
15/01/1995;07:16:31;
15/01/1995;07:16:41;
15/01/1995;07:16:51;
15/01/1995;07:17:01;
15/01/1995;07:17:11;
15/01/1995;07:17:21;
15/01/1995;07:17:31;
15/01/1995;07:17:41;
15/01/1995;07:17:51;
15/01/1995;07:18:01;
15/01/1995;07:18:11;
15/01/1995;07:18:21;
15/01/1995;07:18:31;
15/01/1995;07:18:41;
15/01/1995;07:18:51;
15/01/1995;07:19:01;
15/01/1995;07:19:11;
15/01/1995;07:19:21;
15/01/1995;07:19:31;
15/01/1995;07:19:41;
15/01/1995;07:19:51;
15/01/1995;07:20:01;
15/01/1995;07:20:11;
15/01/1995;07:20:21;
15/01/1995;07:20:31;
15/01/1995;07:20:41;
15/01/1995;07:20:51;
15/01/1995;07:21:01;
15/01/1995;07:21:11;
15/01/1995;07:21:21;
15/01/1995;07:21:31;
15/01/1995;07:21:41;
15/01/1995;07:21:51;
15/01/1995;07:22:01;
15/01/1995;07:22:11;
15/01/1995;07:22:21;
15/01/1995;07:22:31;
15/01/1995;07:22:41;
15/01/1995;07:22:51;
15/01/1995;07:23:01;
15/01/1995;07:23:11;
15/01/1995;07:23:21;
15/01/1995;07:23:31;
15/01/1995;07:23:41;
15/01/1995;07:23:51;
15/01/1995;07:24:01;
15/01/1995;07:24:11;
15/01/1995;07:24:21;
15/01/1995;07:24:31;
15/01/1995;07:24:41;
15/01/1995;07:24:51;
15/01/1995;07:25:01;
15/01/1995;07:25:11;
15/01/1995;07:25:21;
15/01/1995;07:25:31;
15/01/1995;07:25:41;
15/01/1995;07:25:51;
15/01/1995;07:26:01;
15/01/1995;07:26:11;
15/01/1995;07:26:21;
15/01/1995;07:26:31;
15/01/1995;07:26:41;
15/01/1995;07:26:51;
15/01/1995;07:27:01;
15/01/1995;07:27:11;
15/01/1995;07:27:21;
15/01/1995;07:27:31;
15/01/1995;07:27:41;
15/01/1995;07:27:51;
15/01/1995;07:28:01;
15/01/1995;07:28:11;
15/01/1995;07:28:21;
15/01/1995;07:28:31;
15/01/1995;07:28:41;
15/01/1995;07:28:51;
15/01/1995;07:29:01;
15/01/1995;07:29:11;
15/01/1995;07:29:21;
15/01/1995;07:29:31;
15/01/1995;07:29:41;
15/01/1995;07:29:51;
15/01/1995;07:30:01;
15/01/1995;07:30:11;
15/01/1995;07:30:21;
15/01/1995;07:30:31;
15/01/1995;07:30:41;
15/01/1995;07:30:51;
15/01/1995;07:31:01;
15/01/1995;07:31:11;
15/01/1995;07:31:21;
15/01/1995;07:31:31;
15/01/1995;07:31:41;
15/01/1995;07:31:51;
15/01/1995;07:32:01;
15/01/1995;07:32:11;
15/01/1995;07:32:21;
15/01/1995;07:32:31;
15/01/1995;07:32:41;
15/01/1995;07:32:51;
15/01/1995;07:33:01;
15/01/1995;07:33:11;
15/01/1995;07:33:21;
15/01/1995;07:33:31;
15/01/1995;07:33:41;
15/01/1995;07:33:51;
15/01/1995;07:34:01;
15/01/1995;07:34:11;
15/01/1995;07:34:21;
15/01/1995;07:34:31;
15/01/1995;07:34:41;
15/01/1995;07:34:51;
15/01/1995;07:35:01;
15/01/1995;07:35:11;
15/01/1995;07:35:21;
15/01/1995;07:35:31;
15/01/1995;07:35:41;
15/01/1995;07:35:51;
15/01/1995;07:36:01;
15/01/1995;07:36:11;
15/01/1995;07:36:21;
15/01/1995;07:36:31;
15/01/1995;07:36:41;
15/01/1995;07:36:51;
15/01/1995;07:37:01;
15/01/1995;07:37:11;
15/01/1995;07:37:21;
15/01/1995;07:37:31;
15/01/1995;07:37:41;
15/01/1995;07:37:51;
15/01/1995;07:38:01;
15/01/1995;07:38:11;
15/01/1995;07:38:21;
15/01/1995;07:38:31;
15/01/1995;07:38:41;
15/01/1995;07:38:51;
15/01/1995;07:39:01;
15/01/1995;07:39:11;
15/01/1995;07:39:21;
15/01/1995;07:39:31;
15/01/1995;07:39:41;
15/01/1995;07:39:51;
15/01/1995;07:40:01;
15/01/1995;07:40:11;
15/01/1995;07:40:21;
15/01/1995;07:40:31;
15/01/1995;07:40:41;
15/01/1995;07:40:51;
15/01/1995;07:41:01;
15/01/1995;07:41:11;
15/01/1995;07:41:21;
15/01/1995;07:41:31;
15/01/1995;07:41:41;
15/01/1995;07:41:51;
15/01/1995;07:42:01;
15/01/1995;07:42:11;
15/01/1995;07:42:21;
15/01/1995;07:42:31;
15/01/1995;07:42:41;
15/01/1995;07:42:51;
15/01/1995;07:43:01;
15/01/1995;07:43:11;
15/01/1995;07:43:21;
15/01/1995;07:43:31;
15/01/1995;07:43:41;
15/01/1995;07:43:51;
15/01/1995;07:44:01;
15/01/1995;07:44:11;
15/01/1995;07:44:21;
15/01/1995;07:44:31;
15/01/1995;07:44:41;
15/01/1995;07:44:51;
15/01/1995;07:45:01;
15/01/1995;07:45:11;
15/01/1995;07:45:21;
15/01/1995;07:45:31;
15/01/1995;07:45:41;
15/01/1995;07:45:51;
15/01/1995;07:46:01;
15/01/1995;07:46:11;
15/01/1995;07:46:21;
15/01/1995;07:46:31;
15/01/1995;07:46:41;
15/01/1995;07:46:51;
15/01/1995;07:47:01;
15/01/1995;07:47:11;
15/01/1995;07:47:21;
15/01/1995;07:47:31;
15/01/1995;07:47:41;
15/01/1995;07:47:51;
15/01/1995;07:48:01;
15/01/1995;07:48:11;
15/01/1995;07:48:21;
15/01/1995;07:48:31;
15/01/1995;07:48:41;
15/01/1995;07:48:51;
15/01/1995;07:49:01;
15/01/1995;07:49:11;
15/01/1995;07:49:21;
15/01/1995;07:49:31;
15/01/1995;07:49:41;
15/01/1995;07:49:51;
15/01/1995;07:50:01;
15/01/1995;07:50:11;
15/01/1995;07:50:21;
15/01/1995;07:50:31;
15/01/1995;07:50:41;
15/01/1995;07:50:51;
15/01/1995;07:51:01;
15/01/1995;07:51:11;
15/01/1995;07:51:21;
15/01/1995;07:51:31;
15/01/1995;07:51:41;
15/01/1995;07:51:51;
15/01/1995;07:52:01;
15/01/1995;07:52:11;
15/01/1995;07:52:21;
15/01/1995;07:52:31;
15/01/1995;07:52:41;
15/01/1995;07:52:51;
15/01/1995;07:53:01;
15/01/1995;07:53:11;
15/01/1995;07:53:21;
15/01/1995;07:53:31;
15/01/1995;07:53:41;
15/01/1995;07:53:51;
15/01/1995;07:54:01;
15/01/1995;07:54:11;
15/01/1995;07:54:21;
15/01/1995;07:54:31;
15/01/1995;07:54:41;
15/01/1995;07:54:51;
15/01/1995;07:55:01;
15/01/1995;07:55:11;
15/01/1995;07:55:21;
15/01/1995;07:55:31;
15/01/1995;07:55:41;
15/01/1995;07:55:51;
15/01/1995;07:56:01;
15/01/1995;07:56:11;
15/01/1995;07:56:21;
15/01/1995;07:56:31;
15/01/1995;07:56:41;
15/01/1995;07:56:51;
15/01/1995;07:57:01;
15/01/1995;07:57:11;
15/01/1995;07:57:21;
15/01/1995;07:57:31;
15/01/1995;07:57:41;
15/01/1995;07:57:51;
15/01/1995;07:58:01;
15/01/1995;07:58:11;
15/01/1995;07:58:21;
15/01/1995;07:58:31;
15/01/1995;07:58:41;
15/01/1995;07:58:51;
15/01/1995;07:59:01;
15/01/1995;07:59:11;
15/01/1995;07:59:21;
15/01/1995;07:59:31;
15/01/1995;07:59:41;
15/01/1995;07:59:51;
