Date;Time;
15/01/1995;02:35:11;
15/01/1995;02:35:21;
15/01/1995;02:35:31;
15/01/1995;02:35:41;
15/01/1995;02:35:51;
15/01/1995;02:36:01;
15/01/1995;02:36:11;
15/01/1995;02:36:21;
15/01/1995;02:36:31;
15/01/1995;02:36:41;
15/01/1995;02:36:51;
15/01/1995;02:37:01;
15/01/1995;02:37:11;
15/01/1995;02:37:21;
15/01/1995;02:37:31;
15/01/1995;02:37:41;
15/01/1995;02:37:51;
15/01/1995;02:38:01;
15/01/1995;02:38:11;
15/01/1995;02:38:21;
15/01/1995;02:38:31;
15/01/1995;02:38:41;
15/01/1995;02:38:51;
15/01/1995;02:39:01;
15/01/1995;02:39:11;
15/01/1995;02:39:21;
15/01/1995;02:39:31;
15/01/1995;02:39:41;
15/01/1995;02:39:51;
15/01/1995;02:40:01;
15/01/1995;02:40:11;
15/01/1995;02:40:21;
15/01/1995;02:40:31;
15/01/1995;02:40:41;
15/01/1995;02:40:51;
15/01/1995;02:41:01;
15/01/1995;02:41:11;
15/01/1995;02:41:21;
15/01/1995;02:41:31;
15/01/1995;02:41:41;
15/01/1995;02:41:51;
15/01/1995;02:42:01;
15/01/1995;02:42:11;
15/01/1995;02:42:21;
15/01/1995;02:42:31;
15/01/1995;02:42:41;
15/01/1995;02:42:51;
15/01/1995;02:43:01;
15/01/1995;02:43:11;
15/01/1995;02:43:21;
15/01/1995;02:43:31;
15/01/1995;02:43:41;
15/01/1995;02:43:51;
15/01/1995;02:44:01;
15/01/1995;02:44:11;
15/01/1995;02:44:21;
15/01/1995;02:44:31;
15/01/1995;02:44:41;
15/01/1995;02:44:51;
15/01/1995;02:45:01;
15/01/1995;02:45:11;
15/01/1995;02:45:21;
15/01/1995;02:45:31;
15/01/1995;02:45:41;
15/01/1995;02:45:51;
15/01/1995;02:46:01;
15/01/1995;02:46:11;
15/01/1995;02:46:21;
15/01/1995;02:46:31;
15/01/1995;02:46:41;
15/01/1995;02:46:51;
15/01/1995;02:47:01;
15/01/1995;02:47:11;
15/01/1995;02:47:21;
15/01/1995;02:47:31;
15/01/1995;02:47:41;
15/01/1995;02:47:51;
15/01/1995;02:48:01;
15/01/1995;02:48:11;
15/01/1995;02:48:21;
15/01/1995;02:48:31;
15/01/1995;02:48:41;
15/01/1995;02:48:51;
15/01/1995;02:49:01;
15/01/1995;02:49:11;
15/01/1995;02:49:21;
15/01/1995;02:49:31;
15/01/1995;02:49:41;
15/01/1995;02:49:51;
15/01/1995;02:50:01;
15/01/1995;02:50:11;
15/01/1995;02:50:21;
15/01/1995;02:50:31;
15/01/1995;02:50:41;
15/01/1995;02:50:51;
15/01/1995;02:51:01;
15/01/1995;02:51:11;
15/01/1995;02:51:21;
15/01/1995;02:51:31;
15/01/1995;02:51:41;
15/01/1995;02:51:51;
15/01/1995;02:52:01;
15/01/1995;02:52:11;
15/01/1995;02:52:21;
15/01/1995;02:52:31;
15/01/1995;02:52:41;
15/01/1995;02:52:51;
15/01/1995;02:53:01;
15/01/1995;02:53:11;
15/01/1995;02:53:21;
15/01/1995;02:53:31;
15/01/1995;02:53:41;
15/01/1995;02:53:51;
15/01/1995;02:54:01;
15/01/1995;02:54:11;
15/01/1995;02:54:21;
15/01/1995;02:54:31;
15/01/1995;02:54:41;
15/01/1995;02:54:51;
15/01/1995;02:55:01;
15/01/1995;02:55:11;
15/01/1995;02:55:21;
15/01/1995;02:55:31;
15/01/1995;02:55:41;
15/01/1995;02:55:51;
15/01/1995;02:56:01;
15/01/1995;02:56:11;
15/01/1995;02:56:21;
15/01/1995;02:56:31;
15/01/1995;02:56:41;
15/01/1995;02:56:51;
15/01/1995;02:57:01;
15/01/1995;02:57:11;
15/01/1995;02:57:21;
15/01/1995;02:57:31;
15/01/1995;02:57:41;
15/01/1995;02:57:51;
15/01/1995;02:58:01;
15/01/1995;02:58:11;
15/01/1995;02:58:21;
15/01/1995;02:58:31;
15/01/1995;02:58:41;
15/01/1995;02:58:51;
15/01/1995;02:59:01;
15/01/1995;02:59:11;
15/01/1995;02:59:21;
15/01/1995;02:59:31;
15/01/1995;02:59:41;
15/01/1995;02:59:51;
15/01/1995;03:00:01;
15/01/1995;03:00:11;
15/01/1995;03:00:21;
15/01/1995;03:00:31;
15/01/1995;03:00:41;
15/01/1995;03:00:51;
15/01/1995;03:01:01;
15/01/1995;03:01:11;
15/01/1995;03:01:21;
15/01/1995;03:01:31;
15/01/1995;03:01:41;
15/01/1995;03:01:51;
15/01/1995;03:02:01;
15/01/1995;03:02:11;
15/01/1995;03:02:21;
15/01/1995;03:02:31;
15/01/1995;03:02:41;
15/01/1995;03:02:51;
15/01/1995;03:03:01;
15/01/1995;03:03:11;
15/01/1995;03:03:21;
15/01/1995;03:03:31;
15/01/1995;03:03:41;
15/01/1995;03:03:51;
15/01/1995;03:04:01;
15/01/1995;03:04:11;
15/01/1995;03:04:21;
15/01/1995;03:04:31;
15/01/1995;03:04:41;
15/01/1995;03:04:51;
15/01/1995;03:05:01;
15/01/1995;03:05:11;
15/01/1995;03:05:21;
15/01/1995;03:05:31;
15/01/1995;03:05:41;
15/01/1995;03:05:51;
15/01/1995;03:06:01;
15/01/1995;03:06:11;
15/01/1995;03:06:21;
15/01/1995;03:06:31;
15/01/1995;03:06:41;
15/01/1995;03:06:51;
15/01/1995;03:07:01;
15/01/1995;03:07:11;
15/01/1995;03:07:21;
15/01/1995;03:07:31;
15/01/1995;03:07:41;
15/01/1995;03:07:51;
15/01/1995;03:08:01;
15/01/1995;03:08:11;
15/01/1995;03:08:21;
15/01/1995;03:08:31;
15/01/1995;03:08:41;
15/01/1995;03:08:51;
15/01/1995;03:09:01;
15/01/1995;03:09:11;
15/01/1995;03:09:21;
15/01/1995;03:09:31;
15/01/1995;03:09:41;
15/01/1995;03:09:51;
15/01/1995;03:10:01;
15/01/1995;03:10:11;
15/01/1995;03:10:21;
15/01/1995;03:10:31;
15/01/1995;03:10:41;
15/01/1995;03:10:51;
15/01/1995;03:11:01;
15/01/1995;03:11:11;
15/01/1995;03:11:21;
15/01/1995;03:11:31;
15/01/1995;03:11:41;
15/01/1995;03:11:51;
15/01/1995;03:12:01;
15/01/1995;03:12:11;
15/01/1995;03:12:21;
15/01/1995;03:12:31;
15/01/1995;03:12:41;
15/01/1995;03:12:51;
15/01/1995;03:13:01;
15/01/1995;03:13:11;
15/01/1995;03:13:21;
15/01/1995;03:13:31;
15/01/1995;03:13:41;
15/01/1995;03:13:51;
15/01/1995;03:14:01;
15/01/1995;03:14:11;
15/01/1995;03:14:21;
15/01/1995;03:14:31;
15/01/1995;03:14:41;
15/01/1995;03:14:51;
15/01/1995;03:15:01;
15/01/1995;03:15:11;
15/01/1995;03:15:21;
15/01/1995;03:15:31;
15/01/1995;03:15:41;
15/01/1995;03:15:51;
15/01/1995;03:16:01;
15/01/1995;03:16:11;
15/01/1995;03:16:21;
15/01/1995;03:16:31;
15/01/1995;03:16:41;
15/01/1995;03:16:51;
15/01/1995;03:17:01;
15/01/1995;03:17:11;
15/01/1995;03:17:21;
15/01/1995;03:17:31;
15/01/1995;03:17:41;
15/01/1995;03:17:51;
15/01/1995;03:18:01;
15/01/1995;03:18:11;
15/01/1995;03:18:21;
15/01/1995;03:18:31;
15/01/1995;03:18:41;
15/01/1995;03:18:51;
15/01/1995;03:19:01;
15/01/1995;03:19:11;
15/01/1995;03:19:21;
15/01/1995;03:19:31;
15/01/1995;03:19:41;
15/01/1995;03:19:51;
15/01/1995;03:20:01;
15/01/1995;03:20:11;
15/01/1995;03:20:21;
15/01/1995;03:20:31;
15/01/1995;03:20:41;
15/01/1995;03:20:51;
15/01/1995;03:21:01;
15/01/1995;03:21:11;
15/01/1995;03:21:21;
15/01/1995;03:21:31;
15/01/1995;03:21:41;
15/01/1995;03:21:51;
15/01/1995;03:22:01;
15/01/1995;03:22:11;
15/01/1995;03:22:21;
15/01/1995;03:22:31;
15/01/1995;03:22:41;
15/01/1995;03:22:51;
15/01/1995;03:23:01;
15/01/1995;03:23:11;
15/01/1995;03:23:21;
15/01/1995;03:23:31;
15/01/1995;03:23:41;
15/01/1995;03:23:51;
15/01/1995;03:24:01;
15/01/1995;03:24:11;
15/01/1995;03:24:21;
15/01/1995;03:24:31;
15/01/1995;03:24:41;
15/01/1995;03:24:51;
15/01/1995;03:25:01;
15/01/1995;03:25:11;
15/01/1995;03:25:21;
15/01/1995;03:25:31;
15/01/1995;03:25:41;
15/01/1995;03:25:51;
15/01/1995;03:26:01;
15/01/1995;03:26:11;
15/01/1995;03:26:21;
15/01/1995;03:26:31;
15/01/1995;03:26:41;
15/01/1995;03:26:51;
15/01/1995;03:27:01;
15/01/1995;03:27:11;
15/01/1995;03:27:21;
15/01/1995;03:27:31;
15/01/1995;03:27:41;
15/01/1995;03:27:51;
15/01/1995;03:28:01;
15/01/1995;03:28:11;
15/01/1995;03:28:21;
15/01/1995;03:28:31;
15/01/1995;03:28:41;
15/01/1995;03:28:51;
15/01/1995;03:29:01;
15/01/1995;03:29:11;
15/01/1995;03:29:21;
15/01/1995;03:29:31;
15/01/1995;03:29:41;
15/01/1995;03:29:51;
15/01/1995;03:30:01;
15/01/1995;03:30:11;
15/01/1995;03:30:21;
15/01/1995;03:30:31;
15/01/1995;03:30:41;
15/01/1995;03:30:51;
15/01/1995;03:31:01;
15/01/1995;03:31:11;
15/01/1995;03:31:21;
15/01/1995;03:31:31;
15/01/1995;03:31:41;
15/01/1995;03:31:51;
15/01/1995;03:32:01;
15/01/1995;03:32:11;
15/01/1995;03:32:21;
15/01/1995;03:32:31;
15/01/1995;03:32:41;
15/01/1995;03:32:51;
15/01/1995;03:33:01;
15/01/1995;03:33:11;
15/01/1995;03:33:21;
15/01/1995;03:33:31;
15/01/1995;03:33:41;
15/01/1995;03:33:51;
15/01/1995;03:34:01;
15/01/1995;03:34:11;
15/01/1995;03:34:21;
15/01/1995;03:34:31;
15/01/1995;03:34:41;
15/01/1995;03:34:51;
15/01/1995;03:35:01;
15/01/1995;03:35:11;
15/01/1995;03:35:21;
15/01/1995;03:35:31;
15/01/1995;03:35:41;
15/01/1995;03:35:51;
15/01/1995;03:36:01;
15/01/1995;03:36:11;
15/01/1995;03:36:21;
15/01/1995;03:36:31;
15/01/1995;03:36:41;
15/01/1995;03:36:51;
15/01/1995;03:37:01;
15/01/1995;03:37:11;
15/01/1995;03:37:21;
15/01/1995;03:37:31;
15/01/1995;03:37:41;
15/01/1995;03:37:51;
15/01/1995;03:38:01;
15/01/1995;03:38:11;
15/01/1995;03:38:21;
15/01/1995;03:38:31;
15/01/1995;03:38:41;
15/01/1995;03:38:51;
15/01/1995;03:39:01;
15/01/1995;03:39:11;
15/01/1995;03:39:21;
15/01/1995;03:39:31;
15/01/1995;03:39:41;
15/01/1995;03:39:51;
15/01/1995;03:40:01;
15/01/1995;03:40:11;
15/01/1995;03:40:21;
15/01/1995;03:40:31;
15/01/1995;03:40:41;
15/01/1995;03:40:51;
15/01/1995;03:41:01;
15/01/1995;03:41:11;
15/01/1995;03:41:21;
15/01/1995;03:41:31;
15/01/1995;03:41:41;
15/01/1995;03:41:51;
15/01/1995;03:42:01;
15/01/1995;03:42:11;
15/01/1995;03:42:21;
15/01/1995;03:42:31;
15/01/1995;03:42:41;
15/01/1995;03:42:51;
15/01/1995;03:43:01;
15/01/1995;03:43:11;
15/01/1995;03:43:21;
15/01/1995;03:43:31;
15/01/1995;03:43:41;
15/01/1995;03:43:51;
15/01/1995;03:44:01;
15/01/1995;03:44:11;
15/01/1995;03:44:21;
15/01/1995;03:44:31;
15/01/1995;03:44:41;
15/01/1995;03:44:51;
15/01/1995;03:45:01;
15/01/1995;03:45:11;
15/01/1995;03:45:21;
15/01/1995;03:45:31;
15/01/1995;03:45:41;
15/01/1995;03:45:51;
15/01/1995;03:46:01;
15/01/1995;03:46:11;
15/01/1995;03:46:21;
15/01/1995;03:46:31;
15/01/1995;03:46:41;
15/01/1995;03:46:51;
15/01/1995;03:47:01;
15/01/1995;03:47:11;
15/01/1995;03:47:21;
15/01/1995;03:47:31;
15/01/1995;03:47:41;
15/01/1995;03:47:51;
15/01/1995;03:48:01;
15/01/1995;03:48:11;
15/01/1995;03:48:21;
15/01/1995;03:48:31;
15/01/1995;03:48:41;
15/01/1995;03:48:51;
15/01/1995;03:49:01;
15/01/1995;03:49:11;
15/01/1995;03:49:21;
15/01/1995;03:49:31;
15/01/1995;03:49:41;
15/01/1995;03:49:51;
15/01/1995;03:50:01;
15/01/1995;03:50:11;
15/01/1995;03:50:21;
15/01/1995;03:50:31;
15/01/1995;03:50:41;
15/01/1995;03:50:51;
15/01/1995;03:51:01;
15/01/1995;03:51:11;
15/01/1995;03:51:21;
15/01/1995;03:51:31;
15/01/1995;03:51:41;
15/01/1995;03:51:51;
15/01/1995;03:52:01;
15/01/1995;03:52:11;
15/01/1995;03:52:21;
15/01/1995;03:52:31;
15/01/1995;03:52:41;
15/01/1995;03:52:51;
15/01/1995;03:53:01;
15/01/1995;03:53:11;
15/01/1995;03:53:21;
15/01/1995;03:53:31;
15/01/1995;03:53:41;
15/01/1995;03:53:51;
15/01/1995;03:54:01;
15/01/1995;03:54:11;
15/01/1995;03:54:21;
15/01/1995;03:54:31;
15/01/1995;03:54:41;
15/01/1995;03:54:51;
15/01/1995;03:55:01;
15/01/1995;03:55:11;
15/01/1995;03:55:21;
15/01/1995;03:55:31;
15/01/1995;03:55:41;
15/01/1995;03:55:51;
15/01/1995;03:56:01;
15/01/1995;03:56:11;
15/01/1995;03:56:21;
15/01/1995;03:56:31;
15/01/1995;03:56:41;
15/01/1995;03:56:51;
15/01/1995;03:57:01;
15/01/1995;03:57:11;
15/01/1995;03:57:21;
15/01/1995;03:57:31;
15/01/1995;03:57:41;
15/01/1995;03:57:51;
15/01/1995;03:58:01;
15/01/1995;03:58:11;
15/01/1995;03:58:21;
15/01/1995;03:58:31;
15/01/1995;03:58:41;
15/01/1995;03:58:51;
15/01/1995;03:59:01;
15/01/1995;03:59:11;
15/01/1995;03:59:21;
15/01/1995;03:59:31;
15/01/1995;03:59:41;
15/01/1995;03:59:51;
15/01/1995;04:00:01;
15/01/1995;04:00:11;
15/01/1995;04:00:21;
15/01/1995;04:00:31;
15/01/1995;04:00:41;
15/01/1995;04:00:51;
15/01/1995;04:01:01;
15/01/1995;04:01:11;
15/01/1995;04:01:21;
15/01/1995;04:01:31;
15/01/1995;04:01:41;
15/01/1995;04:01:51;
15/01/1995;04:02:01;
15/01/1995;04:02:11;
15/01/1995;04:02:21;
15/01/1995;04:02:31;
15/01/1995;04:02:41;
15/01/1995;04:02:51;
15/01/1995;04:03:01;
15/01/1995;04:03:11;
15/01/1995;04:03:21;
15/01/1995;04:03:31;
15/01/1995;04:03:41;
15/01/1995;04:03:51;
15/01/1995;04:04:01;
15/01/1995;04:04:11;
15/01/1995;04:04:21;
15/01/1995;04:04:31;
15/01/1995;04:04:41;
15/01/1995;04:04:51;
15/01/1995;04:05:01;
15/01/1995;04:05:11;
15/01/1995;04:05:21;
15/01/1995;04:05:31;
15/01/1995;04:05:41;
15/01/1995;04:05:51;
15/01/1995;04:06:01;
15/01/1995;04:06:11;
15/01/1995;04:06:21;
15/01/1995;04:06:31;
15/01/1995;04:06:41;
15/01/1995;04:06:51;
15/01/1995;04:07:01;
15/01/1995;04:07:11;
15/01/1995;04:07:21;
15/01/1995;04:07:31;
15/01/1995;04:07:41;
15/01/1995;04:07:51;
15/01/1995;04:08:01;
15/01/1995;04:08:11;
15/01/1995;04:08:21;
15/01/1995;04:08:31;
15/01/1995;04:08:41;
15/01/1995;04:08:51;
15/01/1995;04:09:01;
15/01/1995;04:09:11;
15/01/1995;04:09:21;
15/01/1995;04:09:31;
15/01/1995;04:09:41;
15/01/1995;04:09:51;
15/01/1995;04:10:01;
15/01/1995;04:10:11;
15/01/1995;04:10:21;
15/01/1995;04:10:31;
15/01/1995;04:10:41;
15/01/1995;04:10:51;
15/01/1995;04:11:01;
15/01/1995;04:11:11;
15/01/1995;04:11:21;
15/01/1995;04:11:31;
15/01/1995;04:11:41;
15/01/1995;04:11:51;
15/01/1995;04:12:01;
15/01/1995;04:12:11;
15/01/1995;04:12:21;
15/01/1995;04:12:31;
15/01/1995;04:12:41;
15/01/1995;04:12:51;
15/01/1995;04:13:01;
15/01/1995;04:13:11;
15/01/1995;04:13:21;
15/01/1995;04:13:31;
15/01/1995;04:13:41;
15/01/1995;04:13:51;
15/01/1995;04:14:01;
15/01/1995;04:14:11;
15/01/1995;04:14:21;
15/01/1995;04:14:31;
15/01/1995;04:14:41;
15/01/1995;04:14:51;
15/01/1995;04:15:01;
15/01/1995;04:15:11;
15/01/1995;04:15:21;
15/01/1995;04:15:31;
15/01/1995;04:15:41;
15/01/1995;04:15:51;
15/01/1995;04:16:01;
15/01/1995;04:16:11;
15/01/1995;04:16:21;
15/01/1995;04:16:31;
15/01/1995;04:16:41;
15/01/1995;04:16:51;
15/01/1995;04:17:01;
15/01/1995;04:17:11;
15/01/1995;04:17:21;
15/01/1995;04:17:31;
15/01/1995;04:17:41;
15/01/1995;04:17:51;
15/01/1995;04:18:01;
15/01/1995;04:18:11;
15/01/1995;04:18:21;
15/01/1995;04:18:31;
15/01/1995;04:18:41;
15/01/1995;04:18:51;
15/01/1995;04:19:01;
15/01/1995;04:19:11;
15/01/1995;04:19:21;
15/01/1995;04:19:31;
15/01/1995;04:19:41;
15/01/1995;04:19:51;
15/01/1995;04:20:01;
15/01/1995;04:20:11;
15/01/1995;04:20:21;
15/01/1995;04:20:31;
15/01/1995;04:20:41;
15/01/1995;04:20:51;
15/01/1995;04:21:01;
15/01/1995;04:21:11;
15/01/1995;04:21:21;
15/01/1995;04:21:31;
15/01/1995;04:21:41;
15/01/1995;04:21:51;
15/01/1995;04:22:01;
15/01/1995;04:22:11;
15/01/1995;04:22:21;
15/01/1995;04:22:31;
15/01/1995;04:22:41;
15/01/1995;04:22:51;
15/01/1995;04:23:01;
15/01/1995;04:23:11;
15/01/1995;04:23:21;
15/01/1995;04:23:31;
15/01/1995;04:23:41;
15/01/1995;04:23:51;
15/01/1995;04:24:01;
15/01/1995;04:24:11;
15/01/1995;04:24:21;
15/01/1995;04:24:31;
15/01/1995;04:24:41;
15/01/1995;04:24:51;
15/01/1995;04:25:01;
15/01/1995;04:25:11;
15/01/1995;04:25:21;
15/01/1995;04:25:31;
15/01/1995;04:25:41;
15/01/1995;04:25:51;
15/01/1995;04:26:01;
15/01/1995;04:26:11;
15/01/1995;04:26:21;
15/01/1995;04:26:31;
15/01/1995;04:26:41;
15/01/1995;04:26:51;
15/01/1995;04:27:01;
15/01/1995;04:27:11;
15/01/1995;04:27:21;
15/01/1995;04:27:31;
15/01/1995;04:27:41;
15/01/1995;04:27:51;
15/01/1995;04:28:01;
15/01/1995;04:28:11;
15/01/1995;04:28:21;
15/01/1995;04:28:31;
15/01/1995;04:28:41;
15/01/1995;04:28:51;
15/01/1995;04:29:01;
15/01/1995;04:29:11;
15/01/1995;04:29:21;
15/01/1995;04:29:31;
15/01/1995;04:29:41;
15/01/1995;04:29:51;
15/01/1995;04:30:01;
15/01/1995;04:30:11;
15/01/1995;04:30:21;
15/01/1995;04:30:31;
15/01/1995;04:30:41;
15/01/1995;04:30:51;
15/01/1995;04:31:01;
15/01/1995;04:31:11;
15/01/1995;04:31:21;
15/01/1995;04:31:31;
15/01/1995;04:31:41;
15/01/1995;04:31:51;
15/01/1995;04:32:01;
15/01/1995;04:32:11;
15/01/1995;04:32:21;
15/01/1995;04:32:31;
15/01/1995;04:32:41;
15/01/1995;04:32:51;
15/01/1995;04:33:01;
15/01/1995;04:33:11;
15/01/1995;04:33:21;
15/01/1995;04:33:31;
15/01/1995;04:33:41;
15/01/1995;04:33:51;
15/01/1995;04:34:01;
15/01/1995;04:34:11;
15/01/1995;04:34:21;
15/01/1995;04:34:31;
15/01/1995;04:34:41;
15/01/1995;04:34:51;
15/01/1995;04:35:01;
15/01/1995;04:35:11;
15/01/1995;04:35:21;
15/01/1995;04:35:31;
15/01/1995;04:35:41;
15/01/1995;04:35:51;
15/01/1995;04:36:01;
15/01/1995;04:36:11;
15/01/1995;04:36:21;
15/01/1995;04:36:31;
15/01/1995;04:36:41;
15/01/1995;04:36:51;
15/01/1995;04:37:01;
15/01/1995;04:37:11;
15/01/1995;04:37:21;
15/01/1995;04:37:31;
15/01/1995;04:37:41;
15/01/1995;04:37:51;
15/01/1995;04:38:01;
15/01/1995;04:38:11;
15/01/1995;04:38:21;
15/01/1995;04:38:31;
15/01/1995;04:38:41;
15/01/1995;04:38:51;
15/01/1995;04:39:01;
15/01/1995;04:39:11;
15/01/1995;04:39:21;
15/01/1995;04:39:31;
15/01/1995;04:39:41;
15/01/1995;04:39:51;
15/01/1995;04:40:01;
15/01/1995;04:40:11;
15/01/1995;04:40:21;
15/01/1995;04:40:31;
15/01/1995;04:40:41;
15/01/1995;04:40:51;
15/01/1995;04:41:01;
15/01/1995;04:41:11;
15/01/1995;04:41:21;
15/01/1995;04:41:31;
15/01/1995;04:41:41;
15/01/1995;04:41:51;
15/01/1995;04:42:01;
15/01/1995;04:42:11;
15/01/1995;04:42:21;
15/01/1995;04:42:31;
15/01/1995;04:42:41;
15/01/1995;04:42:51;
15/01/1995;04:43:01;
15/01/1995;04:43:11;
15/01/1995;04:43:21;
15/01/1995;04:43:31;
15/01/1995;04:43:41;
15/01/1995;04:43:51;
15/01/1995;04:44:01;
15/01/1995;04:44:11;
15/01/1995;04:44:21;
15/01/1995;04:44:31;
15/01/1995;04:44:41;
15/01/1995;04:44:51;
15/01/1995;04:45:01;
15/01/1995;04:45:11;
15/01/1995;04:45:21;
15/01/1995;04:45:31;
15/01/1995;04:45:41;
15/01/1995;04:45:51;
15/01/1995;04:46:01;
15/01/1995;04:46:11;
15/01/1995;04:46:21;
15/01/1995;04:46:31;
15/01/1995;04:46:41;
15/01/1995;04:46:51;
15/01/1995;04:47:01;
15/01/1995;04:47:11;
15/01/1995;04:47:21;
15/01/1995;04:47:31;
15/01/1995;04:47:41;
15/01/1995;04:47:51;
15/01/1995;04:48:01;
15/01/1995;04:48:11;
15/01/1995;04:48:21;
15/01/1995;04:48:31;
15/01/1995;04:48:41;
15/01/1995;04:48:51;
15/01/1995;04:49:01;
15/01/1995;04:49:11;
15/01/1995;04:49:21;
15/01/1995;04:49:31;
15/01/1995;04:49:41;
15/01/1995;04:49:51;
15/01/1995;04:50:01;
15/01/1995;04:50:11;
15/01/1995;04:50:21;
15/01/1995;04:50:31;
15/01/1995;04:50:41;
15/01/1995;04:50:51;
15/01/1995;04:51:01;
15/01/1995;04:51:11;
15/01/1995;04:51:21;
15/01/1995;04:51:31;
15/01/1995;04:51:41;
15/01/1995;04:51:51;
15/01/1995;04:52:01;
15/01/1995;04:52:11;
15/01/1995;04:52:21;
15/01/1995;04:52:31;
15/01/1995;04:52:41;
15/01/1995;04:52:51;
15/01/1995;04:53:01;
15/01/1995;04:53:11;
15/01/1995;04:53:21;
15/01/1995;04:53:31;
15/01/1995;04:53:41;
15/01/1995;04:53:51;
15/01/1995;04:54:01;
15/01/1995;04:54:11;
15/01/1995;04:54:21;
15/01/1995;04:54:31;
15/01/1995;04:54:41;
15/01/1995;04:54:51;
15/01/1995;04:55:01;
15/01/1995;04:55:11;
15/01/1995;04:55:21;
15/01/1995;04:55:31;
15/01/1995;04:55:41;
15/01/1995;04:55:51;
15/01/1995;04:56:01;
15/01/1995;04:56:11;
15/01/1995;04:56:21;
15/01/1995;04:56:31;
15/01/1995;04:56:41;
15/01/1995;04:56:51;
15/01/1995;04:57:01;
15/01/1995;04:57:11;
15/01/1995;04:57:21;
15/01/1995;04:57:31;
15/01/1995;04:57:41;
15/01/1995;04:57:51;
15/01/1995;04:58:01;
15/01/1995;04:58:11;
15/01/1995;04:58:21;
15/01/1995;04:58:31;
15/01/1995;04:58:41;
15/01/1995;04:58:51;
15/01/1995;04:59:01;
15/01/1995;04:59:11;
15/01/1995;04:59:21;
15/01/1995;04:59:31;
15/01/1995;04:59:41;
15/01/1995;04:59:51;
15/01/1995;05:00:01;
15/01/1995;05:00:11;
15/01/1995;05:00:21;
15/01/1995;05:00:31;
15/01/1995;05:00:41;
15/01/1995;05:00:51;
15/01/1995;05:01:01;
15/01/1995;05:01:11;
15/01/1995;05:01:21;
